1,145.86
2,114.9
3,113.87
4,97.8
5,97.8
6,95.74
7,97.8
8,97.8
9,97.8
10,70.05
11,76.79
12,84.1
13,94.74
14,96.8
15,97.8
16,98.52
17,114.5
18,149.97
19,177.22
20,187.52
21,189.26
22,190.81
23,188.39
24,167.26
25,133.21
26,115.87
27,110.52
28,113
29,115.87
30,110.52
31,115.87
32,129.6
33,115.87
34,115.87
35,113
36,115.87
37,110
38,110.52
39,115.87
40,109.8
41,115.87
42,159.79
43,194.25
44,198
45,208.38
46,209.1
47,191.36
48,178
49,181.5
50,160.72
51,154.64
52,149.86
53,144.49
54,148.86
55,153.77
56,160.72
57,189.26
58,183.54
59,160.72
60,152.2
61,148.86
62,142.04
63,127.38
64,112.87
65,126.8
66,148.49
67,175.06
68,180
69,153.77
70,141.94
71,114.11
72,100.36
73,125.47
74,115.55
75,113.29
76,105.81
77,105
78,115.11
79,153.77
80,161.03
81,178.91
82,190
83,189.88
84,182.42
85,182.46
86,179.59
87,163.2
88,157.3
89,157.3
90,163.78
91,184.94
92,178.99
93,156.12
94,148.65
95,137.92
96,112.87
97,132.8
98,106.7
99,84.5
100,80
101,79.11
102,94.79
103,169.04
104,206.07
105,211.13
106,213.86
107,209.1
108,202.8
109,199.89
110,197.34
111,195.6
112,200
113,206.07
114,211.23
115,225
116,250.34
117,241.93
118,218.95
119,207.46
120,200
121,207.15
122,204.22
123,191.82
124,180.7
125,170.1
126,194.38
127,204.22
128,216.14
129,219.42
130,220
131,214.9
132,207.9
133,205
134,204.43
135,196.84
136,189.89
137,202.17
138,222.31
139,273.44
140,278.36
141,251.71
142,229.96
143,216.44
144,210
145,213.47
146,189
147,180
148,164.9
149,162.8
150,165
151,165.2
152,215.89
153,243.84
154,250.01
155,240
156,232.53
157,216.28
158,211.94
159,207.05
160,210.11
161,220.21
162,243.84
163,260
164,250
165,243.84
166,243.84
167,235.69
168,215.1
169,270.02
170,237.86
171,215.89
172,211.44
173,200.9
174,200
175,201.36
176,209.09
177,215.89
178,231
179,228.95
180,215.39
181,206.68
182,185
183,169.52
184,162.8
185,161.73
186,189.9
187,206.68
188,210
189,210
190,209.37
191,185.3
192,168.8
193,109.18
194,89.61
195,80.24
196,55.46
197,45.82
198,48.5
199,74.29
200,89.78
201,104.79
202,140
203,140
204,120
205,69.77
206,69.77
207,57.96
208,14
209,92.52
210,159.9
211,207.9
212,240
213,230.82
214,214.02
